DMS_id,max_identity
NP_003910.1,0.0
NP_003914.1,0.0
NP_003915.2,0.0
NP_003916.1,0.0
NP_003928.1,0.0
NP_003968.3,0.0
NP_003969.2,0.0
NP_003982.1,0.0
NP_003986.2,0.0
NP_003989.2,0.0
NP_003990.1,0.0
NP_003995.2,0.0
NP_004010.1,0.0
NP_004026.2,0.0
NP_004035.2,0.0
NP_004046.2,0.0
NP_004067.1,0.0
NP_004073.2,0.0
NP_004076.1,0.0
NP_004077.1,0.0
NP_004083.3,0.0
NP_004091.3,0.0
NP_004105.1,0.0
NP_004125.3,0.0
NP_004144.2,0.0
NP_004159.2,0.0
NP_004161.4,0.0
NP_004162.2,0.0
NP_004165.2,0.0
NP_004167.3,0.0
NP_004172.2,0.0
NP_004174.1,0.0
NP_004175.2,0.0
NP_004178.2,0.0
NP_004179.3,0.0
NP_004195.2,0.0
NP_004199.1,0.0
NP_004202.4,0.0
NP_004209.2,0.0
NP_004229.1,0.0
NP_004230.2,0.0
NP_004238.3,0.0
NP_004251.4,0.0
NP_004259.3,0.0
NP_004264.2,0.0
NP_004269.1,0.0
NP_004270.2,0.0
NP_004272.2,0.0
NP_004278.2,0.0
NP_004288.1,0.0
NP_004290.2,0.0
NP_004295.2,0.0
NP_004302.1,0.0
NP_004312.2,0.0
NP_004319.1,0.0
NP_004320.2,0.0
NP_004324.2,0.0
NP_004332.2,0.0
NP_004351.1,0.0
NP_004355.2,0.0
NP_004357.3,0.0
NP_004362.2,0.0
NP_004367.2,0.0
NP_004378.1,0.0
NP_004388.2,0.0
NP_004399.2,0.0
NP_004416.2,0.0
NP_004420.1,0.0
NP_004422.2,0.0
NP_004429.1,0.0
NP_004435.3,0.0
NP_004437.2,0.0
NP_004439.2,1.0
NP_004443.3,0.0
NP_004444.2,0.0
NP_004447.2,0.0
NP_004449.1,0.0
NP_004454.2,0.0
NP_004456.1,0.0
NP_004472.1,0.0
NP_004473.2,0.0
NP_004475.1,0.0
NP_004482.4,0.0
NP_004484.1,0.0
NP_004510.1,0.0
NP_004512.1,0.0
NP_004513.1,0.0
NP_004514.2,0.0
NP_004517.2,0.0
NP_004521.1,0.0
NP_004526.1,0.0
NP_004532.1,0.0
NP_004535.1,0.0
NP_004541.1,0.0
NP_004542.1,0.0
NP_004551.2,0.0
NP_004553.2,1.0
NP_004555.1,0.0
NP_004563.2,0.0
NP_004571.2,0.0
NP_004577.1,0.0
NP_004580.1,0.0
NP_004586.2,0.0
NP_004587.1,0.0
NP_004599.2,0.0
NP_004603.1,0.0
NP_004605.4,0.0
NP_004612.2,0.0
NP_004616.2,0.0
NP_004619.3,0.0
NP_004620.1,0.0
NP_004628.4,0.0
NP_004637.1,0.0
NP_004647.1,0.0
NP_004654.1,0.0
NP_004665.2,0.0
NP_004688.2,0.0
NP_004689.1,0.0
NP_004691.2,0.0
NP_004704.3,0.0
NP_004705.1,0.0
NP_004713.2,0.0
NP_004728.1,0.0
NP_004729.1,0.0
NP_004735.2,0.0
NP_004741.1,0.0
NP_004743.1,0.0
NP_004762.2,0.0
NP_004764.1,0.0
NP_004773.1,0.0
NP_004784.2,0.0
NP_004786.2,0.0
NP_004804.2,0.0
NP_004808.2,0.0
NP_004809.2,0.0
NP_004811.1,0.0
NP_004817.2,0.0
NP_004827.4,0.0
NP_004846.4,0.0
NP_004853.2,0.0
NP_004854.1,0.0
NP_004861.2,0.0
NP_004886.3,0.0
NP_004888.2,0.0
NP_004915.2,0.0
NP_004919.1,0.0
NP_004928.2,0.0
NP_004936.2,0.0
NP_004937.1,0.0
NP_004950.2,0.0
NP_004951.1,0.0
NP_004954.2,0.0
NP_004961.1,0.0
NP_004963.1,0.0
NP_004964.2,0.0
NP_004965.1,0.0
NP_004966.1,0.0
NP_004968.2,0.0
NP_004971.2,0.0
NP_004973.1,0.0
NP_004975.2,0.0
NP_004981.2,0.0
NP_004985.2,0.0
NP_004989.2,0.0
NP_004990.3,0.0
NP_004993.1,0.0
NP_004997.4,0.0
NP_005008.2,0.0
NP_005013.1,0.0
NP_005016.1,0.0
NP_005017.3,0.0
NP_005018.2,0.0
NP_005041.1,0.0
NP_005042.1,0.0
NP_005046.2,0.0
NP_005052.1,0.0
NP_005059.2,0.0
NP_005076.3,0.0
NP_005085.2,0.0
NP_005111.2,0.0
NP_005112.2,0.0
NP_005114.1,0.0
NP_005129.2,0.0
NP_005132.2,0.0
NP_005133.2,0.0
NP_005135.2,0.0
NP_005140.1,0.0
NP_005174.2,0.0
NP_005179.2,0.0
NP_005190.4,0.0
NP_005202.2,0.0
NP_005205.2,0.0
NP_005206.2,0.0
NP_005207.3,0.0
NP_005211.1,0.0
NP_005212.1,0.0
NP_005219.2,0.0
NP_005226.1,0.0
NP_005227.1,0.0
NP_005238.1,0.0
NP_005240.3,0.0
NP_005242.1,0.0
NP_005248.2,0.0
NP_005253.3,0.0
NP_005254.2,0.0
NP_005258.2,0.0
NP_005262.1,0.0
NP_005263.1,0.0
NP_005264.2,0.0
NP_005324.3,0.0
NP_005325.2,0.0
NP_005328.2,0.0
NP_005334.1,1.0
NP_005340.2,0.0
NP_005350.1,0.0
NP_005351.2,0.0
NP_005364.1,0.9984251968503937
NP_005369.2,0.0
NP_005391.1,0.0
NP_005393.2,0.0
NP_005403.2,0.0
NP_005404.1,0.0
NP_005410.1,0.0
NP_005413.2,0.0
NP_005421.1,0.0
NP_005436.1,0.0
NP_005439.2,0.0
NP_005441.1,0.0
NP_005449.5,0.0
NP_005452.2,0.0
NP_005466.1,0.0
NP_005468.1,0.0
NP_005493.2,0.0
NP_005506.3,0.0
NP_005509.1,0.0
NP_005521.1,0.0
NP_005526.1,0.0
NP_005545.1,0.0
NP_005546.2,0.0
NP_005548.2,0.0
NP_005553.2,0.0
NP_005557.1,0.0
NP_005563.1,0.0
NP_005564.1,0.0
NP_005576.3,0.0
NP_005582.1,0.0
NP_005583.1,0.0
NP_005586.1,0.0
NP_005594.2,0.0
NP_005600.1,0.0
NP_005609.3,0.0
NP_005620.1,0.0
NP_005621.2,0.0
NP_005622.1,0.0
NP_005624.2,0.0
NP_005632.1,0.0
NP_005641.1,0.0
NP_005645.1,0.0
NP_005655.1,0.0
NP_005661.1,0.0
NP_005667.2,0.0
NP_005668.2,0.0
NP_005673.3,0.0
NP_005678.3,0.0
NP_005680.1,0.0
NP_005682.2,0.0
NP_005699.1,0.0
NP_005700.2,0.0
NP_005701.1,0.0
NP_005711.1,0.0
NP_005723.2,0.0
NP_005754.2,0.0
NP_005756.2,0.0
NP_005778.1,0.0
NP_005848.2,0.0
NP_005850.1,0.0
NP_005852.2,0.0
NP_005853.2,0.0
NP_005857.1,0.0
NP_005887.2,0.0
NP_005893.1,0.0
NP_005899.3,0.0
NP_005901.2,0.0
NP_005903.2,0.0
NP_005907.3,0.0
NP_005912.1,0.0
NP_005923.3,0.0
NP_005934.2,0.0
NP_005947.3,0.0
NP_005948.3,1.0
NP_005955.3,0.0
NP_005973.1,0.0
NP_005984.3,0.0
NP_005985.3,0.0
NP_005987.3,0.0
NP_005991.1,0.0
NP_005994.2,0.0
NP_005996.2,0.0
NP_006000.2,0.0
NP_006006.3,0.0
NP_006008.1,0.0
NP_006010.2,0.0
NP_006021.2,0.0
NP_006026.3,0.0
NP_006027.2,0.0
NP_006028.2,0.0
NP_006051.1,0.0
NP_006054.2,0.0
NP_006061.2,0.0
NP_006068.2,0.0
NP_006070.2,0.0
NP_006077.2,0.0
NP_006078.2,0.0
NP_006112.3,0.0
NP_006114.1,0.0
NP_006120.1,0.0
NP_006138.1,0.0
NP_006149.2,0.0
NP_006151.3,0.0
NP_006155.2,0.0
NP_006168.1,0.0
NP_006170.1,0.0
NP_006171.2,0.0
NP_006173.2,0.0
NP_006177.1,0.0
NP_006183.2,0.0
NP_006185.1,0.0
NP_006195.3,0.0
NP_006197.1,0.0
NP_006199.2,0.0
NP_006205.1,0.0
NP_006209.2,0.0
NP_006222.2,0.0
NP_006236.1,0.0
NP_006249.1,0.0
NP_006252.4,0.0
NP_006256.1,0.0
NP_006259.1,0.0
NP_006260.1,0.0
NP_006281.1,0.0
NP_006286.1,0.0
NP_006293.2,0.0
NP_006294.2,0.0
NP_006297.2,0.0
NP_006334.2,0.0
NP_006339.4,0.0
NP_006350.1,0.0
NP_006354.2,0.0
NP_006355.2,0.0
NP_006362.1,0.0
NP_006381.2,0.0
NP_006386.1,0.0
NP_006388.2,0.0
NP_006403.2,0.0
NP_006406.1,0.0
NP_006412.2,0.0
NP_006423.1,0.0
NP_006450.2,0.0
NP_006454.1,0.0
NP_006484.2,0.0
NP_006485.2,0.0
NP_006487.1,0.0
NP_006504.2,0.0
NP_006507.2,0.0
NP_006508.2,0.0
NP_006512.2,0.0
NP_006525.2,0.0
NP_006536.3,0.0
NP_006554.1,0.0
NP_006556.1,0.0
NP_006558.1,0.0
NP_006570.1,0.0
NP_006584.1,0.0
NP_006585.2,0.0
NP_006603.2,0.0
NP_006614.2,0.0
NP_006615.2,0.0
NP_006651.2,0.0
NP_006693.3,0.0
NP_006736.1,0.0
NP_006740.1,0.0
NP_006746.1,0.0
NP_006748.1,0.0
NP_006756.2,0.0
NP_006757.2,0.0
NP_006758.2,0.0
NP_006763.2,0.0
NP_006774.2,0.0
NP_006787.2,0.0
NP_006822.1,0.0
NP_006843.2,0.0
NP_006850.2,0.0
NP_006851.1,0.0
NP_006867.1,0.0
NP_006874.1,0.0
NP_008822.2,0.0
NP_008823.1,0.0
NP_008825.4,0.0
NP_008846.2,0.0
NP_008853.3,0.0
NP_008860.4,0.0
NP_008870.2,0.0
NP_008871.3,0.0
NP_008872.1,0.0
NP_008880.2,0.0
NP_008909.1,0.0
NP_008919.3,0.0
NP_008927.1,0.0
NP_008986.2,0.0
NP_008990.2,0.0
NP_009004.2,0.0
NP_009005.1,0.0
NP_009006.2,0.0
NP_009008.2,0.0
NP_009009.1,0.0
NP_009029.3,0.0
NP_009034.2,0.0
NP_009051.1,0.0
NP_009057.1,0.0
NP_009060.2,0.0
NP_009075.1,0.0
NP_009125.1,0.0
NP_009129.1,0.0
NP_009139.1,0.0
NP_009146.2,0.0
NP_009185.2,0.0
NP_009186.1,0.0
NP_009190.2,0.0
NP_009193.2,0.0
NP_009203.2,0.0
NP_009220.2,0.0
NP_009225.1,1.0
NP_009297.2,0.0
NP_009330.1,0.0
NP_015556.1,0.0
NP_015564.5,0.0
NP_015566.1,0.0
NP_031374.2,0.0
NP_031399.2,1.0
NP_031400.2,0.0
NP_031401.1,1.0
NP_036192.2,0.0
NP_036196.1,0.0
NP_036205.1,0.0
NP_036211.2,0.0
NP_036214.2,0.0
NP_036234.3,0.0
NP_036240.1,0.0
NP_036255.2,0.0
NP_036276.1,0.0
NP_036288.2,0.0
NP_036292.2,0.0
NP_036311.3,0.0
NP_036318.1,0.0
NP_036320.2,0.0
NP_036325.2,0.0
NP_036332.2,0.0
NP_036335.1,0.0
NP_036337.2,0.0
NP_036340.1,0.0
NP_036342.2,0.0
NP_036345.2,0.0
NP_036348.2,0.0
NP_036356.1,0.0
NP_036361.1,0.0
NP_036375.1,0.0
NP_036382.2,0.0
NP_036407.1,0.0
NP_036412.1,0.0
NP_036413.1,0.0
NP_036425.1,0.0
NP_036442.3,0.0
NP_036450.1,0.0
NP_036459.1,0.0
NP_036462.2,0.0
NP_036470.1,0.0
NP_036475.3,0.0
NP_036546.2,0.0
NP_036566.1,0.0
NP_036579.2,0.0
NP_036580.2,0.0
NP_036584.1,0.0
NP_036595.2,0.0
NP_036596.3,0.0
NP_036601.2,0.0
NP_036602.1,0.0
NP_036604.2,0.0
NP_036610.2,0.0
NP_036611.2,0.0
NP_037377.1,0.0
NP_037379.1,0.0
NP_037383.1,0.0
NP_037386.1,0.0
NP_037451.1,0.0
NP_037460.2,0.0
NP_037466.3,0.0
NP_037468.1,0.0
NP_037471.2,0.0
NP_037514.2,0.0
NP_037518.3,0.0
NP_037523.2,0.0
NP_038202.2,0.0
NP_038460.4,0.0
NP_038472.2,0.0
NP_038475.2,0.0
NP_054701.1,0.0
NP_054706.1,0.0
NP_054722.2,0.0
NP_054728.2,0.0
NP_054733.2,0.0
NP_054742.2,0.0
NP_054745.1,0.0
NP_054768.2,0.0
NP_054772.1,0.0
NP_054774.2,0.0
NP_054799.4,0.0
NP_054831.2,0.0
NP_054858.2,0.0
NP_054859.2,0.0
NP_055006.1,0.0
NP_055023.2,0.0
NP_055040.2,0.0
NP_055051.1,0.0
NP_055054.1,0.0
NP_055059.2,0.0
NP_055064.1,0.0
NP_055066.1,0.0
NP_055067.1,0.0
NP_055069.1,0.0
NP_055085.1,0.0
NP_055086.1,0.0
NP_055112.2,0.0
NP_055120.1,0.0
NP_055129.2,0.0
NP_055134.2,0.0
NP_055139.4,0.0
NP_055147.1,0.0
NP_055151.3,0.0
NP_055177.2,0.0
NP_055180.1,0.0
NP_055197.2,0.0
NP_055199.1,0.0
NP_055238.1,0.0
NP_055282.1,0.0
NP_055306.1,0.0
NP_055331.1,0.0
NP_055400.1,0.0
NP_055414.2,0.0
NP_055440.1,0.0
NP_055448.1,0.0
NP_055454.1,0.0
NP_055461.1,0.0
NP_055472.1,0.0
NP_055484.3,0.0
NP_055496.2,0.0
NP_055509.2,0.0
NP_055513.2,0.0
NP_055527.1,0.0
NP_055529.2,0.0
NP_055543.2,0.0
NP_055569.1,0.0
NP_055577.1,0.0
NP_055595.2,0.0
NP_055610.1,0.0
NP_055612.2,0.0
NP_055619.2,0.0
NP_055637.2,0.0
NP_055660.1,0.0
NP_055661.3,0.0
NP_055689.1,0.0
NP_055692.3,0.0
NP_055713.1,0.0
NP_055723.1,0.0
NP_055742.2,0.0
NP_055744.2,0.0
NP_055761.2,0.0
NP_055771.4,0.0
NP_055775.2,0.0
NP_055782.3,0.0
NP_055790.1,0.0
NP_055800.2,0.0
NP_055805.1,0.0
NP_055824.1,0.0
NP_055826.1,0.0
NP_055830.1,0.0
NP_055840.2,0.0
NP_055844.2,0.0
NP_055856.1,0.0
NP_055862.1,0.0
NP_055884.2,0.0
NP_055887.3,0.0
NP_055891.1,0.0
NP_055908.1,0.0
NP_055915.2,0.0
NP_055917.1,0.0
NP_055929.1,0.0
NP_055940.3,0.0
NP_055975.1,0.0
NP_055981.1,0.0
NP_056000.1,0.0
NP_056007.1,0.0
NP_056028.2,0.0
NP_056029.2,0.0
NP_056062.1,0.0
NP_056080.1,0.0
NP_056082.2,0.0
NP_056085.1,0.0
NP_056087.2,0.0
NP_056089.1,0.0
NP_056090.1,0.0
NP_056092.2,0.0
NP_056093.3,0.0
NP_056109.1,0.0
NP_056110.2,0.0
NP_056146.1,0.0
NP_056150.1,0.0
NP_056155.1,0.0
NP_056170.2,0.0
NP_056201.2,0.0
NP_056227.2,0.0
NP_056240.2,0.0
NP_056241.3,0.0
NP_056265.2,0.0
NP_056280.2,0.0
NP_056289.2,0.0
NP_056303.3,0.0
NP_056321.2,0.0
NP_056346.3,0.0
NP_056348.2,0.0
NP_056372.1,0.0
NP_056374.2,0.0
NP_056375.2,0.0
NP_056385.1,0.0
NP_056451.3,0.0
NP_056477.1,0.0
NP_056480.1,0.0
NP_056496.1,0.0
NP_056508.2,0.0
NP_056512.5,0.0
NP_056517.1,0.0
NP_056536.2,0.0
NP_056651.1,0.0
NP_056655.3,0.0
NP_056953.2,1.0
NP_056968.1,0.0
NP_056979.1,0.0
NP_056980.2,0.0
NP_056989.2,0.0
NP_056999.2,0.0
NP_057006.1,0.0
NP_057021.2,0.0
NP_057043.1,0.0
NP_057049.5,0.0
NP_057062.1,0.0
NP_057075.1,0.0
NP_057090.2,0.0
NP_057092.2,0.0
NP_057097.2,0.0
NP_057116.2,0.0
NP_057118.1,0.0
NP_057119.3,0.0
NP_057122.2,0.0
NP_057126.2,0.0
NP_057161.1,0.0
NP_057182.1,0.0
NP_057195.2,0.0
NP_057206.2,0.0
NP_057240.3,0.0
NP_057264.4,0.0
NP_057272.1,0.0
NP_057278.2,0.0
NP_057287.2,0.0
NP_057288.1,0.0
NP_057303.2,0.0
NP_057331.2,0.0
NP_057386.2,0.0
NP_057390.1,0.0
NP_057411.1,0.0
NP_057425.3,0.0
NP_057444.2,0.0
NP_057445.4,0.0
NP_057457.1,0.0
NP_057485.2,0.0
NP_057613.4,0.0
NP_057616.2,0.0
NP_057623.2,0.0
NP_057664.1,0.0
NP_057683.1,0.0
NP_057688.3,0.0
NP_057732.2,0.0
NP_057953.1,0.0
NP_058432.1,0.0
NP_058515.1,0.0
NP_058628.3,0.0
NP_058633.2,0.0
NP_058634.4,0.0
NP_058637.1,0.0
NP_058648.4,0.0
NP_058651.3,0.0
NP_059129.3,0.0
NP_059488.2,0.0
NP_060004.3,0.0
NP_060011.1,0.0
NP_060017.1,0.0
NP_060021.1,0.0
NP_060033.3,0.0
NP_060035.2,0.0
NP_060083.1,0.0
NP_060106.2,0.0
NP_060111.2,0.0
NP_060116.2,0.0
NP_060119.3,0.0
NP_060121.3,0.0
NP_060124.2,0.0
NP_060132.3,0.0
NP_060141.3,0.0
NP_060167.2,0.0
NP_060215.4,0.0
NP_060221.2,0.0
NP_060222.2,0.0
NP_060225.4,0.0
NP_060247.2,0.0
NP_060269.3,0.0
NP_060272.3,0.0
NP_060277.1,0.0
NP_060289.2,0.0
NP_060297.1,0.0
NP_060307.2,0.0
NP_060311.1,0.0
NP_060319.1,0.0
NP_060336.3,0.0
NP_060342.2,0.0
NP_060345.2,0.0
NP_060352.1,0.0
NP_060379.2,0.0
NP_060399.1,0.0
NP_060404.4,0.0
NP_060420.2,0.0
NP_060476.2,0.0
NP_060496.2,0.0
NP_060521.4,0.0
NP_060525.3,0.0
NP_060530.3,0.0
NP_060545.3,0.0
NP_060546.2,0.0
NP_060547.2,0.0
NP_060551.2,0.0
NP_060552.4,0.0
NP_060575.1,0.0
NP_060579.3,0.0
NP_060586.2,0.0
NP_060592.2,0.0
NP_060595.3,0.0
NP_060597.4,0.0
NP_060599.1,0.0
NP_060631.2,0.0
NP_060658.3,0.0
NP_060661.3,0.0
NP_060663.2,0.0
NP_060676.2,0.0
NP_060700.2,0.0
NP_060733.4,0.0
NP_060762.3,0.0
NP_060764.3,0.0
NP_060767.2,0.0
NP_060789.2,0.0
NP_060798.2,0.0
NP_060814.4,0.0
NP_060829.2,0.0
NP_060844.2,0.0
NP_060859.4,0.0
NP_060921.3,0.0
NP_060950.3,0.0
NP_060956.1,0.0
NP_060958.2,0.0
NP_061116.5,0.0
NP_061154.1,0.0
NP_061155.2,0.0
NP_061169.2,0.0
NP_061176.4,0.0
NP_061336.1,0.0
NP_061485.1,0.0
NP_061764.2,0.0
NP_061850.2,0.0
NP_061868.1,0.0
NP_061896.1,0.0
NP_061905.2,0.0
NP_061923.2,0.0
NP_061928.4,0.0
NP_061929.2,0.0
NP_061939.3,0.0
NP_061947.1,0.0
NP_061949.3,0.0
NP_061950.2,0.0
NP_061951.1,0.0
NP_061966.1,0.0
NP_061971.3,0.0
NP_061982.3,0.0
NP_063916.1,0.0
NP_063938.1,0.0
NP_063940.1,0.0
NP_063945.2,0.0
NP_064425.2,0.0
NP_064445.2,0.0
NP_064450.3,0.0
NP_064502.9,0.0
NP_064543.3,0.0
NP_064551.3,0.0
NP_064569.3,0.0
NP_064576.1,0.0
NP_064608.2,0.0
NP_064612.2,0.0
NP_064632.2,0.0
NP_064716.2,0.0
NP_065069.1,0.0
NP_065071.1,0.0
NP_065094.3,0.0
NP_065098.1,0.0
NP_065099.3,0.0
NP_065107.1,0.0
NP_065109.1,0.0
NP_065114.3,0.0
NP_065134.1,0.0
NP_065166.2,0.0
NP_065168.2,0.0
NP_065390.1,0.0
NP_065394.1,0.0
NP_065434.1,0.0
NP_065682.2,0.0
NP_065683.2,0.0
NP_065685.1,0.0
NP_065689.1,0.0
NP_065690.2,0.0
NP_065712.1,1.0
NP_065731.3,0.0
NP_065737.2,0.0
NP_065750.1,0.0
NP_065753.2,0.0
NP_065770.1,0.0
NP_065793.1,0.0
NP_065796.2,0.0
NP_065811.1,0.0
NP_065822.2,0.0
NP_065825.1,0.0
NP_065842.1,0.0
NP_065851.1,0.0
NP_065857.1,0.0
NP_065873.2,0.0
NP_065875.3,0.0
NP_065970.2,0.0
NP_065979.1,0.0
NP_065995.1,0.0
NP_066005.2,0.0
NP_066124.1,0.0
NP_066264.4,0.0
NP_066268.1,0.0
NP_066269.1,0.0
NP_066279.2,0.0
NP_066287.2,0.0
NP_066288.2,0.0
NP_066360.1,0.0
NP_066382.1,0.0
NP_066545.3,0.0
NP_066550.2,0.0
NP_066552.2,0.0
NP_066566.3,0.0
NP_066918.2,0.0
NP_066925.1,0.0
NP_066956.1,0.0
NP_066963.2,0.0
NP_066970.3,0.0
NP_066973.2,0.0
NP_067032.3,0.0
NP_067045.1,0.0
NP_067063.1,0.0
NP_067628.1,0.0
NP_067632.2,0.0
NP_067638.3,0.0
NP_067641.2,0.0
NP_067642.1,0.0
NP_068369.1,0.0
NP_068380.3,0.0
NP_068556.2,0.0
NP_068587.1,0.0
NP_068602.2,0.0
NP_068603.4,0.0
NP_068657.1,0.0
NP_068711.1,0.0
NP_068712.1,0.0
NP_068741.1,0.0
NP_068745.2,0.0
NP_068758.3,0.0
NP_068761.4,0.0
NP_068770.2,0.0
NP_068773.2,0.0
NP_068775.1,0.0
NP_068776.2,0.0
NP_068799.2,0.0
NP_068810.3,0.0
NP_068838.3,0.0
NP_071357.2,0.0
NP_071372.1,0.0
NP_071378.1,0.0
NP_071398.5,0.0
NP_071415.1,0.0
NP_071417.2,0.0
NP_071437.3,0.0
NP_071445.1,0.0
NP_071449.1,0.0
NP_071450.2,0.0
NP_071451.2,0.0
NP_071505.2,0.0
NP_071731.1,0.0
NP_071764.3,0.0
NP_071765.2,0.0
NP_071801.1,0.0
NP_071881.1,0.0
NP_071882.1,0.0
NP_071890.2,1.0
NP_071899.1,0.0
NP_071919.2,0.0
NP_071934.3,0.0
NP_073563.1,0.0
NP_073623.1,0.0
NP_073624.2,0.0
NP_073625.1,0.0
NP_073741.3,0.0
NP_073746.2,0.0
NP_073747.1,0.0
NP_073752.6,0.0
NP_075044.2,0.0
NP_075066.1,0.0
NP_075462.3,0.0
NP_075555.1,0.0
NP_075598.2,0.0
NP_076872.1,0.0
NP_076927.1,0.0
NP_076932.1,0.0
NP_076968.2,0.0
NP_076984.2,0.0
NP_077006.1,0.0
NP_077010.1,0.0
NP_077015.2,0.0
NP_077025.2,0.0
NP_077027.1,0.0
NP_077277.1,0.0
NP_077282.3,0.0
NP_077288.2,0.0
NP_077310.1,0.0
NP_077315.2,0.0
NP_077718.3,0.0
NP_077740.1,0.0
NP_077744.4,0.0
NP_078772.1,0.0
NP_078789.2,0.0
NP_078790.2,0.0
NP_078792.1,0.0
NP_078800.3,0.0
NP_078804.2,0.0
NP_078805.3,0.0
NP_078807.1,0.0
NP_078824.2,0.0
NP_078846.2,0.0
NP_078853.2,0.0
NP_078868.1,0.0
NP_078874.2,0.0
NP_078875.4,0.0
NP_078925.3,0.0
NP_078941.2,0.0
NP_078951.2,0.0
NP_078954.4,0.0
NP_078961.3,0.0
NP_078974.1,0.0
NP_079005.3,0.0
NP_079011.3,0.0
NP_079017.1,0.0
NP_079023.2,0.0
NP_079029.3,0.0
NP_079033.4,0.0
NP_079058.1,0.0
NP_079066.5,0.0
NP_079085.2,0.0
NP_079120.1,0.0
NP_079130.2,0.0
NP_079146.2,0.0
NP_079152.3,0.0
NP_079160.1,0.0
NP_079163.2,0.0
NP_079191.2,0.0
NP_079272.4,0.0
NP_079353.3,0.0
NP_079375.3,0.0
NP_079408.3,0.0
NP_079412.1,0.0
NP_079426.2,0.0
NP_079428.2,0.0
NP_079436.4,0.0
NP_079455.3,0.0
NP_079469.2,0.0
NP_079483.3,0.0
NP_079491.2,0.0
NP_079492.2,0.0
NP_079495.1,0.0
NP_079509.5,0.0
NP_079519.1,0.0
NP_079535.4,0.0
NP_079541.1,0.0
NP_085055.2,0.0
NP_085135.1,0.0
NP_109587.1,0.0
NP_109590.3,0.0
NP_110400.1,0.0
NP_110404.1,0.0
NP_110420.3,0.0
NP_110440.1,0.0
NP_112180.4,0.0
NP_112190.2,0.0
NP_112205.2,0.0
NP_112210.1,0.0
NP_112224.1,0.0
NP_112235.2,0.0
NP_112420.1,0.0
NP_112483.1,0.0
NP_112503.1,0.0
NP_112506.2,0.0
NP_112533.1,0.0
NP_112740.1,0.0
NP_113606.2,0.0
NP_113621.1,0.0
NP_113631.1,0.0
NP_113663.2,0.0
NP_114032.2,0.0
NP_114091.4,0.0
NP_114148.3,0.0
NP_114413.1,0.0
NP_114423.1,0.0
NP_114432.2,0.0
NP_115484.2,0.0
NP_115497.4,0.0
NP_115569.2,0.0
NP_115584.1,0.0
NP_115604.1,0.0
NP_115618.3,0.0
NP_115647.2,0.0
NP_115693.2,0.0
NP_115733.2,0.0
NP_115759.2,0.0
NP_115763.2,0.0
NP_115785.1,0.0
NP_115791.3,1.0
NP_115822.1,0.0
NP_115834.1,0.0
NP_115881.3,0.0
NP_115909.1,0.0
NP_115920.1,0.0
NP_115925.2,0.0
NP_115927.1,0.0
NP_115940.2,0.0
NP_115969.2,0.0
NP_115977.2,0.0
NP_115979.3,0.0
NP_115980.1,0.0
NP_115996.1,0.0
NP_116023.2,0.0
NP_116027.2,0.0
NP_116045.2,0.0
NP_116056.3,0.0
NP_116071.2,0.0
NP_116119.2,0.0
NP_116145.1,0.0
NP_116190.3,0.0
NP_116195.2,0.0
NP_116222.4,0.0
NP_116245.2,0.0
NP_116250.3,0.0
NP_116277.2,0.0
NP_116281.2,0.0
NP_116575.3,0.0
NP_127497.1,0.0
NP_148982.1,0.0
NP_149045.3,0.0
NP_149059.1,0.0
NP_149075.2,0.0
NP_149091.1,0.0
NP_149100.2,0.0
NP_149107.4,0.0
NP_149353.1,0.0
NP_149975.1,0.0
NP_201569.1,0.0
NP_201583.2,0.0
NP_203123.1,0.0
NP_203129.1,0.0
NP_212134.3,0.0
NP_219487.3,0.0
NP_254275.1,0.0
NP_258412.1,0.0
NP_291028.3,0.0
NP_338599.1,0.0
NP_387510.1,0.0
NP_443076.2,0.0
NP_443077.1,0.0
NP_443091.1,0.0
NP_443099.1,0.0
NP_443105.2,0.0
NP_443106.1,0.0
NP_443108.1,0.0
NP_443197.1,0.0
NP_443711.2,0.0
NP_473368.1,0.0
NP_476429.2,0.0
NP_476516.1,0.0
NP_476517.1,0.0
NP_477352.3,0.0
NP_477511.1,0.0
NP_477520.2,0.0
NP_478059.1,1.0
NP_478123.1,0.0
NP_490597.1,0.0
NP_490647.1,0.0
NP_510965.1,0.0
NP_523353.2,0.0
NP_524144.1,0.0
NP_536350.2,0.0
NP_542119.1,0.0
NP_542172.2,0.0
NP_542378.1,0.0
NP_542400.2,0.0
NP_542411.2,0.0
NP_542437.2,0.0
NP_543136.1,0.0
NP_550438.1,0.0
NP_569157.2,0.0
NP_569733.2,0.0
NP_569735.1,0.0
NP_570718.1,0.0
NP_570722.2,0.0
NP_570824.1,0.0
NP_570853.1,0.0
NP_570901.3,0.0
NP_570971.1,0.0
NP_573400.3,0.0
NP_573566.2,0.0
NP_573568.1,0.0
NP_579877.1,0.0
NP_597680.2,0.0
NP_597700.1,0.0
NP_597716.1,0.0
NP_597725.1,0.0
NP_598004.1,0.0
NP_598006.1,0.0
NP_598399.2,0.0
NP_598408.1,0.0
NP_599023.1,0.0
NP_612370.3,0.0
NP_612373.2,0.0
NP_612396.1,0.0
NP_612404.1,0.0
NP_612422.2,0.0
NP_612431.2,0.0
NP_612433.1,0.0
NP_612468.1,0.0
NP_612486.2,0.0
NP_612565.1,0.0
NP_612808.1,0.0
NP_619520.1,0.0
